	title1	title2	distance
412	Verve Jazz Masters 18	Verve Jazz Masters 1	0.9523809523809523
413	Verve Jazz Masters 18	Verve Jazz Masters 15	0.9523809523809523
414	Verve Jazz Masters 18	Verve Jazz Masters 24	0.9047619047619048
415	Verve Jazz Masters 18	Verve Jazz Masters 26	0.9047619047619048
416	Verve Jazz Masters 18	Verve Jazz Masters 34	0.9047619047619048
417	Verve Jazz Masters 18	Verve Jazz Masters 23	0.9047619047619048
418	Verve Jazz Masters 18	Verve Jazz Masters 30	0.9047619047619048
419	Verve Jazz Masters 18	Verve Jazz Masters 39	0.9047619047619048
420	Verve Jazz Masters 18	Verve Jazz Masters 35	0.9047619047619048
421	Verve Jazz Masters 18	Verve Jazz Masters 31	0.9047619047619048
422	Verve Jazz Masters 18	Verve Jazz Masters 27	0.9047619047619048
423	Verve Jazz Masters 18	Verve Jazz Masters 21	0.9047619047619048
424	Verve Jazz Masters 18	Verve Jazz Masters 36	0.9047619047619048
425	Verve Jazz Masters 18	Verve Jazz Masters 43	0.9047619047619048
426	Verve Jazz Masters 18	Verve Jazz Masters 41	0.9047619047619048
427	Verve Jazz Masters 18	Verve Jazz Masters 45	0.9047619047619048
428	Verve Jazz Masters 18	Verve Jazz Masters 49	0.9047619047619048
429	Verve Jazz Masters 18	Verve Jazz Masters 44	0.9047619047619048
430	Verve Jazz Masters 18	Verve Jazz Masters 50	0.9047619047619048
431	Verve Jazz Masters 18	Verve Jazz Masters 48	0.9523809523809523
432	Straight to the Point	Straight to the Heart	0.8095238095238095
433	Verve Jazz Masters 19	Verve Jazz Masters 17	0.9523809523809523
434	Verve Jazz Masters 19	Verve Jazz Masters 6	0.9047619047619048
435	Verve Jazz Masters 19	Verve Jazz Masters 14	0.9523809523809523
436	Verve Jazz Masters 19	Verve Jazz Masters 5	0.9047619047619048
437	Verve Jazz Masters 19	Verve Jazz Masters 12	0.9523809523809523
438	Verve Jazz Masters 19	Verve Jazz Masters 3	0.9047619047619048
439	Verve Jazz Masters 19	Verve Jazz Masters 9	0.9523809523809523
440	Verve Jazz Masters 19	Verve Jazz Masters 2	0.9047619047619048
441	Verve Jazz Masters 19	Verve Jazz Masters 8	0.9047619047619048
442	Verve Jazz Masters 19	Verve Jazz Masters 1	0.9523809523809523
443	Verve Jazz Masters 19	Verve Jazz Masters 15	0.9523809523809523
444	Verve Jazz Masters 19	Verve Jazz Masters 24	0.9047619047619048
445	Verve Jazz Masters 19	Verve Jazz Masters 26	0.9047619047619048
446	Verve Jazz Masters 19	Verve Jazz Masters 34	0.9047619047619048
447	Verve Jazz Masters 19	Verve Jazz Masters 23	0.9047619047619048
448	Verve Jazz Masters 19	Verve Jazz Masters 30	0.9047619047619048
449	Verve Jazz Masters 19	Verve Jazz Masters 39	0.9523809523809523
450	Verve Jazz Masters 19	Verve Jazz Masters 35	0.9047619047619048
451	Verve Jazz Masters 19	Verve Jazz Masters 31	0.9047619047619048
452	Verve Jazz Masters 19	Verve Jazz Masters 27	0.9047619047619048
453	Verve Jazz Masters 19	Verve Jazz Masters 21	0.9047619047619048
454	Verve Jazz Masters 19	Verve Jazz Masters 36	0.9047619047619048
455	Verve Jazz Masters 19	Verve Jazz Masters 43	0.9047619047619048
456	Verve Jazz Masters 19	Verve Jazz Masters 41	0.9047619047619048
457	Verve Jazz Masters 19	Verve Jazz Masters 45	0.9047619047619048
458	Verve Jazz Masters 19	Verve Jazz Masters 49	0.9523809523809523
459	Verve Jazz Masters 19	Verve Jazz Masters 44	0.9047619047619048
460	Verve Jazz Masters 19	Verve Jazz Masters 50	0.9047619047619048
461	Verve Jazz Masters 19	Verve Jazz Masters 48	0.9047619047619048
462	Verve Jazz Masters 17	Verve Jazz Masters 6	0.9047619047619048
463	Verve Jazz Masters 17	Verve Jazz Masters 14	0.9523809523809523
464	Verve Jazz Masters 17	Verve Jazz Masters 5	0.9047619047619048
465	Verve Jazz Masters 17	Verve Jazz Masters 12	0.9523809523809523
466	Verve Jazz Masters 17	Verve Jazz Masters 3	0.9047619047619048
467	Verve Jazz Masters 17	Verve Jazz Masters 9	0.9047619047619048
468	Verve Jazz Masters 17	Verve Jazz Masters 2	0.9047619047619048
469	Verve Jazz Masters 17	Verve Jazz Masters 8	0.9047619047619048
470	Verve Jazz Masters 17	Verve Jazz Masters 1	0.9523809523809523
471	Verve Jazz Masters 17	Verve Jazz Masters 15	0.9523809523809523
472	Verve Jazz Masters 17	Verve Jazz Masters 24	0.9047619047619048
473	Verve Jazz Masters 17	Verve Jazz Masters 26	0.9047619047619048
474	Verve Jazz Masters 17	Verve Jazz Masters 34	0.9047619047619048
475	Verve Jazz Masters 17	Verve Jazz Masters 23	0.9047619047619048
476	Verve Jazz Masters 17	Verve Jazz Masters 30	0.9047619047619048
477	Verve Jazz Masters 17	Verve Jazz Masters 39	0.9047619047619048
478	Verve Jazz Masters 17	Verve Jazz Masters 35	0.9047619047619048
479	Verve Jazz Masters 17	Verve Jazz Masters 31	0.9047619047619048
480	Verve Jazz Masters 17	Verve Jazz Masters 27	0.9523809523809523
481	Verve Jazz Masters 17	Verve Jazz Masters 21	0.9047619047619048
482	Verve Jazz Masters 17	Verve Jazz Masters 36	0.9047619047619048
483	Verve Jazz Masters 17	Verve Jazz Masters 43	0.9047619047619048
484	Verve Jazz Masters 17	Verve Jazz Masters 41	0.9047619047619048
485	Verve Jazz Masters 17	Verve Jazz Masters 45	0.9047619047619048
486	Verve Jazz Masters 17	Verve Jazz Masters 49	0.9047619047619048
487	Verve Jazz Masters 17	Verve Jazz Masters 44	0.9047619047619048
488	Verve Jazz Masters 17	Verve Jazz Masters 50	0.9047619047619048
489	Verve Jazz Masters 17	Verve Jazz Masters 48	0.9047619047619048
490	Adventures in Radioland	Adventures in Radio	0.8260869565217391
491	Getz/Gilberto #2	Getz/Gilberto	0.8125
492	Verve Jazz Masters 6	Verve Jazz Masters 14	0.9
493	Verve Jazz Masters 6	Verve Jazz Masters 5	0.95
494	Verve Jazz Masters 6	Verve Jazz Masters 12	0.9
495	Verve Jazz Masters 6	Verve Jazz Masters 3	0.95
496	Verve Jazz Masters 6	Verve Jazz Masters 9	0.95
497	Verve Jazz Masters 6	Verve Jazz Masters 2	0.95
498	Verve Jazz Masters 6	Verve Jazz Masters 8	0.95
499	Verve Jazz Masters 6	Verve Jazz Masters 1	0.95
500	Verve Jazz Masters 6	Verve Jazz Masters 15	0.9
501	Verve Jazz Masters 6	Verve Jazz Masters 24	0.9
502	Verve Jazz Masters 6	Verve Jazz Masters 26	0.95
503	Verve Jazz Masters 6	Verve Jazz Masters 34	0.9
504	Verve Jazz Masters 6	Verve Jazz Masters 23	0.9
505	Verve Jazz Masters 6	Verve Jazz Masters 30	0.9
506	Verve Jazz Masters 6	Verve Jazz Masters 39	0.9
507	Verve Jazz Masters 6	Verve Jazz Masters 35	0.9
508	Verve Jazz Masters 6	Verve Jazz Masters 31	0.9
509	Verve Jazz Masters 6	Verve Jazz Masters 27	0.9
510	Verve Jazz Masters 6	Verve Jazz Masters 21	0.9
511	Verve Jazz Masters 6	Verve Jazz Masters 36	0.95
512	Verve Jazz Masters 6	Verve Jazz Masters 43	0.9
513	Verve Jazz Masters 6	Verve Jazz Masters 41	0.9
514	Verve Jazz Masters 6	Verve Jazz Masters 45	0.9
515	Verve Jazz Masters 6	Verve Jazz Masters 49	0.9
516	Verve Jazz Masters 6	Verve Jazz Masters 44	0.9
517	Verve Jazz Masters 6	Verve Jazz Masters 50	0.9
518	Verve Jazz Masters 6	Verve Jazz Masters 48	0.9
519	Verve Jazz Masters 14	Verve Jazz Masters 5	0.9047619047619048
520	Verve Jazz Masters 14	Verve Jazz Masters 12	0.9523809523809523
521	Verve Jazz Masters 14	Verve Jazz Masters 3	0.9047619047619048
522	Verve Jazz Masters 14	Verve Jazz Masters 9	0.9047619047619048
523	Verve Jazz Masters 14	Verve Jazz Masters 2	0.9047619047619048
524	Verve Jazz Masters 14	Verve Jazz Masters 8	0.9047619047619048
525	Verve Jazz Masters 14	Verve Jazz Masters 1	0.9523809523809523
526	Verve Jazz Masters 14	Verve Jazz Masters 15	0.9523809523809523
527	Verve Jazz Masters 14	Verve Jazz Masters 24	0.9523809523809523
528	Verve Jazz Masters 14	Verve Jazz Masters 26	0.9047619047619048
529	Verve Jazz Masters 14	Verve Jazz Masters 34	0.9523809523809523
530	Verve Jazz Masters 14	Verve Jazz Masters 23	0.9047619047619048
531	Verve Jazz Masters 14	Verve Jazz Masters 30	0.9047619047619048
532	Verve Jazz Masters 14	Verve Jazz Masters 39	0.9047619047619048
533	Verve Jazz Masters 14	Verve Jazz Masters 35	0.9047619047619048
534	Verve Jazz Masters 14	Verve Jazz Masters 31	0.9047619047619048
535	Verve Jazz Masters 14	Verve Jazz Masters 27	0.9047619047619048
536	Verve Jazz Masters 14	Verve Jazz Masters 21	0.9047619047619048
537	Verve Jazz Masters 14	Verve Jazz Masters 36	0.9047619047619048
538	Verve Jazz Masters 14	Verve Jazz Masters 43	0.9047619047619048
539	Verve Jazz Masters 14	Verve Jazz Masters 41	0.9047619047619048
540	Verve Jazz Masters 14	Verve Jazz Masters 45	0.9047619047619048
541	Verve Jazz Masters 14	Verve Jazz Masters 49	0.9047619047619048
542	Verve Jazz Masters 14	Verve Jazz Masters 44	0.9523809523809523
543	Verve Jazz Masters 14	Verve Jazz Masters 50	0.9047619047619048
544	Verve Jazz Masters 14	Verve Jazz Masters 48	0.9047619047619048
545	Jazz at the Philharmonic 1949	Jazz at the Philharmonic	0.8275862068965517
546	Verve Jazz Masters 5	Verve Jazz Masters 12	0.9
547	Verve Jazz Masters 5	Verve Jazz Masters 3	0.95
548	Verve Jazz Masters 5	Verve Jazz Masters 9	0.95
549	Verve Jazz Masters 5	Verve Jazz Masters 2	0.95
550	Verve Jazz Masters 5	Verve Jazz Masters 8	0.95
551	Verve Jazz Masters 5	Verve Jazz Masters 1	0.95
552	Verve Jazz Masters 5	Verve Jazz Masters 15	0.95
553	Verve Jazz Masters 5	Verve Jazz Masters 24	0.9
554	Verve Jazz Masters 5	Verve Jazz Masters 26	0.9
555	Verve Jazz Masters 5	Verve Jazz Masters 34	0.9
556	Verve Jazz Masters 5	Verve Jazz Masters 23	0.9
557	Verve Jazz Masters 5	Verve Jazz Masters 30	0.9
558	Verve Jazz Masters 5	Verve Jazz Masters 39	0.9
559	Verve Jazz Masters 5	Verve Jazz Masters 35	0.95
560	Verve Jazz Masters 5	Verve Jazz Masters 31	0.9
561	Verve Jazz Masters 5	Verve Jazz Masters 27	0.9
562	Verve Jazz Masters 5	Verve Jazz Masters 21	0.9
563	Verve Jazz Masters 5	Verve Jazz Masters 36	0.9
564	Verve Jazz Masters 5	Verve Jazz Masters 43	0.9
565	Verve Jazz Masters 5	Verve Jazz Masters 41	0.9
566	Verve Jazz Masters 5	Verve Jazz Masters 45	0.95
567	Verve Jazz Masters 5	Verve Jazz Masters 49	0.9
568	Verve Jazz Masters 5	Verve Jazz Masters 44	0.9
569	Verve Jazz Masters 5	Verve Jazz Masters 50	0.95
570	Verve Jazz Masters 5	Verve Jazz Masters 48	0.9
571	Verve Jazz Masters 12	Verve Jazz Masters 3	0.9047619047619048
572	Verve Jazz Masters 12	Verve Jazz Masters 9	0.9047619047619048
573	Verve Jazz Masters 12	Verve Jazz Masters 2	0.9523809523809523
574	Verve Jazz Masters 12	Verve Jazz Masters 8	0.9047619047619048
575	Verve Jazz Masters 12	Verve Jazz Masters 1	0.9523809523809523
576	Verve Jazz Masters 12	Verve Jazz Masters 15	0.9523809523809523
577	Verve Jazz Masters 12	Verve Jazz Masters 24	0.9047619047619048
578	Verve Jazz Masters 12	Verve Jazz Masters 26	0.9047619047619048
579	Verve Jazz Masters 12	Verve Jazz Masters 34	0.9047619047619048
580	Verve Jazz Masters 12	Verve Jazz Masters 23	0.9047619047619048
581	Verve Jazz Masters 12	Verve Jazz Masters 30	0.9047619047619048
582	Verve Jazz Masters 12	Verve Jazz Masters 39	0.9047619047619048
583	Verve Jazz Masters 12	Verve Jazz Masters 35	0.9047619047619048
584	Verve Jazz Masters 12	Verve Jazz Masters 31	0.9047619047619048
585	Verve Jazz Masters 12	Verve Jazz Masters 27	0.9047619047619048
586	Verve Jazz Masters 12	Verve Jazz Masters 21	0.9047619047619048
587	Verve Jazz Masters 12	Verve Jazz Masters 36	0.9047619047619048
588	Verve Jazz Masters 12	Verve Jazz Masters 43	0.9047619047619048
589	Verve Jazz Masters 12	Verve Jazz Masters 41	0.9047619047619048
590	Verve Jazz Masters 12	Verve Jazz Masters 45	0.9047619047619048
591	Verve Jazz Masters 12	Verve Jazz Masters 49	0.9047619047619048
592	Verve Jazz Masters 12	Verve Jazz Masters 44	0.9047619047619048
593	Verve Jazz Masters 12	Verve Jazz Masters 50	0.9047619047619048
594	Verve Jazz Masters 12	Verve Jazz Masters 48	0.9047619047619048
595	At The Village Vanguard	At the Village Vanguard	0.9565217391304348
596	Verve Jazz Masters 3	Verve Jazz Masters 9	0.95
597	Verve Jazz Masters 3	Verve Jazz Masters 2	0.95
598	Verve Jazz Masters 3	Verve Jazz Masters 8	0.95
599	Verve Jazz Masters 3	Verve Jazz Masters 1	0.95
600	Verve Jazz Masters 3	Verve Jazz Masters 15	0.9
601	Verve Jazz Masters 3	Verve Jazz Masters 24	0.9
602	Verve Jazz Masters 3	Verve Jazz Masters 26	0.9
603	Verve Jazz Masters 3	Verve Jazz Masters 34	0.95
604	Verve Jazz Masters 3	Verve Jazz Masters 23	0.95
605	Verve Jazz Masters 3	Verve Jazz Masters 30	0.95
606	Verve Jazz Masters 3	Verve Jazz Masters 39	0.95
607	Verve Jazz Masters 3	Verve Jazz Masters 35	0.95
608	Verve Jazz Masters 3	Verve Jazz Masters 31	0.95
609	Verve Jazz Masters 3	Verve Jazz Masters 27	0.9
610	Verve Jazz Masters 3	Verve Jazz Masters 21	0.9
611	Verve Jazz Masters 3	Verve Jazz Masters 36	0.95
612	Verve Jazz Masters 3	Verve Jazz Masters 43	0.95
613	Verve Jazz Masters 3	Verve Jazz Masters 41	0.9
614	Verve Jazz Masters 3	Verve Jazz Masters 45	0.9
615	Verve Jazz Masters 3	Verve Jazz Masters 49	0.9
616	Verve Jazz Masters 3	Verve Jazz Masters 44	0.9
617	Verve Jazz Masters 3	Verve Jazz Masters 50	0.9
618	Verve Jazz Masters 3	Verve Jazz Masters 48	0.9
619	Verve Jazz Masters 9	Verve Jazz Masters 2	0.95
620	Verve Jazz Masters 9	Verve Jazz Masters 8	0.95
621	Verve Jazz Masters 9	Verve Jazz Masters 1	0.95
622	Verve Jazz Masters 9	Verve Jazz Masters 15	0.9
623	Verve Jazz Masters 9	Verve Jazz Masters 24	0.9
624	Verve Jazz Masters 9	Verve Jazz Masters 26	0.9
625	Verve Jazz Masters 9	Verve Jazz Masters 34	0.9
626	Verve Jazz Masters 9	Verve Jazz Masters 23	0.9
627	Verve Jazz Masters 9	Verve Jazz Masters 30	0.9
628	Verve Jazz Masters 9	Verve Jazz Masters 39	0.95
629	Verve Jazz Masters 9	Verve Jazz Masters 35	0.9
630	Verve Jazz Masters 9	Verve Jazz Masters 31	0.9
631	Verve Jazz Masters 9	Verve Jazz Masters 27	0.9
632	Verve Jazz Masters 9	Verve Jazz Masters 21	0.9
633	Verve Jazz Masters 9	Verve Jazz Masters 36	0.9
634	Verve Jazz Masters 9	Verve Jazz Masters 43	0.9
635	Verve Jazz Masters 9	Verve Jazz Masters 41	0.9
636	Verve Jazz Masters 9	Verve Jazz Masters 45	0.9
637	Verve Jazz Masters 9	Verve Jazz Masters 49	0.95
638	Verve Jazz Masters 9	Verve Jazz Masters 44	0.9
639	Verve Jazz Masters 9	Verve Jazz Masters 50	0.9
640	Verve Jazz Masters 9	Verve Jazz Masters 48	0.9
641	Verve Jazz Masters 2	Verve Jazz Masters 8	0.95
642	Verve Jazz Masters 2	Verve Jazz Masters 1	0.95
643	Verve Jazz Masters 2	Verve Jazz Masters 15	0.9
644	Verve Jazz Masters 2	Verve Jazz Masters 24	0.95
645	Verve Jazz Masters 2	Verve Jazz Masters 26	0.95
646	Verve Jazz Masters 2	Verve Jazz Masters 34	0.9
647	Verve Jazz Masters 2	Verve Jazz Masters 23	0.95
648	Verve Jazz Masters 2	Verve Jazz Masters 30	0.9
649	Verve Jazz Masters 2	Verve Jazz Masters 39	0.9
650	Verve Jazz Masters 2	Verve Jazz Masters 35	0.9
651	Verve Jazz Masters 2	Verve Jazz Masters 31	0.9
652	Verve Jazz Masters 2	Verve Jazz Masters 27	0.95
653	Verve Jazz Masters 2	Verve Jazz Masters 21	0.95
654	Verve Jazz Masters 2	Verve Jazz Masters 36	0.9
655	Verve Jazz Masters 2	Verve Jazz Masters 43	0.9
656	Verve Jazz Masters 2	Verve Jazz Masters 41	0.9
657	Verve Jazz Masters 2	Verve Jazz Masters 45	0.9
658	Verve Jazz Masters 2	Verve Jazz Masters 49	0.9
659	Verve Jazz Masters 2	Verve Jazz Masters 44	0.9
660	Verve Jazz Masters 2	Verve Jazz Masters 50	0.9
661	Verve Jazz Masters 2	Verve Jazz Masters 48	0.9
662	Verve Jazz Masters 8	Verve Jazz Masters 1	0.95
663	Verve Jazz Masters 8	Verve Jazz Masters 15	0.9
664	Verve Jazz Masters 8	Verve Jazz Masters 24	0.9
665	Verve Jazz Masters 8	Verve Jazz Masters 26	0.9
666	Verve Jazz Masters 8	Verve Jazz Masters 34	0.9
667	Verve Jazz Masters 8	Verve Jazz Masters 23	0.9
668	Verve Jazz Masters 8	Verve Jazz Masters 30	0.9
669	Verve Jazz Masters 8	Verve Jazz Masters 39	0.9
670	Verve Jazz Masters 8	Verve Jazz Masters 35	0.9
671	Verve Jazz Masters 8	Verve Jazz Masters 31	0.9
672	Verve Jazz Masters 8	Verve Jazz Masters 27	0.9
673	Verve Jazz Masters 8	Verve Jazz Masters 21	0.9
674	Verve Jazz Masters 8	Verve Jazz Masters 36	0.9
675	Verve Jazz Masters 8	Verve Jazz Masters 43	0.9
676	Verve Jazz Masters 8	Verve Jazz Masters 41	0.9
677	Verve Jazz Masters 8	Verve Jazz Masters 45	0.9
678	Verve Jazz Masters 8	Verve Jazz Masters 49	0.9
679	Verve Jazz Masters 8	Verve Jazz Masters 44	0.9
680	Verve Jazz Masters 8	Verve Jazz Masters 50	0.9
681	Verve Jazz Masters 8	Verve Jazz Masters 48	0.95
682	Verve Jazz Masters 1	Verve Jazz Masters 15	0.95
683	Verve Jazz Masters 1	Verve Jazz Masters 24	0.9
684	Verve Jazz Masters 1	Verve Jazz Masters 26	0.9
685	Verve Jazz Masters 1	Verve Jazz Masters 34	0.9
686	Verve Jazz Masters 1	Verve Jazz Masters 23	0.9
687	Verve Jazz Masters 1	Verve Jazz Masters 30	0.9
688	Verve Jazz Masters 1	Verve Jazz Masters 39	0.9
689	Verve Jazz Masters 1	Verve Jazz Masters 35	0.9
690	Verve Jazz Masters 1	Verve Jazz Masters 31	0.95
691	Verve Jazz Masters 1	Verve Jazz Masters 27	0.9
692	Verve Jazz Masters 1	Verve Jazz Masters 21	0.95
693	Verve Jazz Masters 1	Verve Jazz Masters 36	0.9
694	Verve Jazz Masters 1	Verve Jazz Masters 43	0.9
695	Verve Jazz Masters 1	Verve Jazz Masters 41	0.95
696	Verve Jazz Masters 1	Verve Jazz Masters 45	0.9
697	Verve Jazz Masters 1	Verve Jazz Masters 49	0.9
698	Verve Jazz Masters 1	Verve Jazz Masters 44	0.9
699	Verve Jazz Masters 1	Verve Jazz Masters 50	0.9
700	Verve Jazz Masters 1	Verve Jazz Masters 48	0.9
701	Verve Jazz Masters 15	Verve Jazz Masters 24	0.9047619047619048
702	Verve Jazz Masters 15	Verve Jazz Masters 26	0.9047619047619048
703	Verve Jazz Masters 15	Verve Jazz Masters 34	0.9047619047619048
704	Verve Jazz Masters 15	Verve Jazz Masters 23	0.9047619047619048
705	Verve Jazz Masters 15	Verve Jazz Masters 30	0.9047619047619048
706	Verve Jazz Masters 15	Verve Jazz Masters 39	0.9047619047619048
707	Verve Jazz Masters 15	Verve Jazz Masters 35	0.9523809523809523
708	Verve Jazz Masters 15	Verve Jazz Masters 31	0.9047619047619048
709	Verve Jazz Masters 15	Verve Jazz Masters 27	0.9047619047619048
710	Verve Jazz Masters 15	Verve Jazz Masters 21	0.9047619047619048
711	Verve Jazz Masters 15	Verve Jazz Masters 36	0.9047619047619048
712	Verve Jazz Masters 15	Verve Jazz Masters 43	0.9047619047619048
713	Verve Jazz Masters 15	Verve Jazz Masters 41	0.9047619047619048
714	Verve Jazz Masters 15	Verve Jazz Masters 45	0.9523809523809523
715	Verve Jazz Masters 15	Verve Jazz Masters 49	0.9047619047619048
716	Verve Jazz Masters 15	Verve Jazz Masters 44	0.9047619047619048
717	Verve Jazz Masters 15	Verve Jazz Masters 50	0.9047619047619048
718	Verve Jazz Masters 15	Verve Jazz Masters 48	0.9047619047619048
719	Living The Blues	Living the Blues	0.9375
720	Living The Blues	Leaving The Blue	0.8125
721	The Gift [Vinyl]	The Wind [Vinyl]	0.8125
722	The Gift [Vinyl]	The Life [Vinyl]	0.875
723	Ella Fitzgerald Sings the Rodgers & Hart Songbook, Vol. 2	Ella Fitzgerald Sings the Rodgers & Hart Songbook, Vol. 1	0.9824561403508771
724	Ella Fitzgerald Sings the Rodgers & Hart Songbook, Vol. 2	Ella Fitzgerald Sings the Cole Porter Songbook, Vol. 2	0.8070175438596492
725	Ella Fitzgerald Sings the Rodgers & Hart Songbook, Vol. 1	Ella Fitzgerald Sings the Cole Porter Songbook, Vol. 1	0.8070175438596492
726	Spriggan [Original Motion Picture Soundtrack]	Ghost [Original Motion Picture Soundtrack]	0.8222222222222222
727	Spriggan [Original Motion Picture Soundtrack]	Backdraft [Original Motion Picture Soundtrack]	0.8222222222222222
728	Spriggan [Original Motion Picture Soundtrack]	Dogma (Original Motion Picture Soundtrack)	0.8222222222222222
729	Verve Jazz Masters 24	Verve Jazz Masters 26	0.9523809523809523
730	Verve Jazz Masters 24	Verve Jazz Masters 34	0.9523809523809523
731	Verve Jazz Masters 24	Verve Jazz Masters 23	0.9523809523809523
732	Verve Jazz Masters 24	Verve Jazz Masters 30	0.9047619047619048
733	Verve Jazz Masters 24	Verve Jazz Masters 39	0.9047619047619048
734	Verve Jazz Masters 24	Verve Jazz Masters 35	0.9047619047619048
735	Verve Jazz Masters 24	Verve Jazz Masters 31	0.9047619047619048
736	Verve Jazz Masters 24	Verve Jazz Masters 27	0.9523809523809523
737	Verve Jazz Masters 24	Verve Jazz Masters 21	0.9523809523809523
738	Verve Jazz Masters 24	Verve Jazz Masters 36	0.9047619047619048
739	Verve Jazz Masters 24	Verve Jazz Masters 43	0.9047619047619048
740	Verve Jazz Masters 24	Verve Jazz Masters 41	0.9047619047619048
741	Verve Jazz Masters 24	Verve Jazz Masters 45	0.9047619047619048
742	Verve Jazz Masters 24	Verve Jazz Masters 49	0.9047619047619048
743	Verve Jazz Masters 24	Verve Jazz Masters 44	0.9523809523809523
744	Verve Jazz Masters 24	Verve Jazz Masters 50	0.9047619047619048
745	Verve Jazz Masters 24	Verve Jazz Masters 48	0.9047619047619048
746	Nothin But the Truth	Nothin' But the Truth	0.95
747	Live At Home	Live at Home	0.9166666666666666
748	Nothing But The Blues	Nothin' But the Blues	0.9047619047619048
749	Nothin' But the Truth	Nothin' But the Blues	0.8095238095238095
750	Verve Jazz Masters 26	Verve Jazz Masters 34	0.9047619047619048
751	Verve Jazz Masters 26	Verve Jazz Masters 23	0.9523809523809523
752	Verve Jazz Masters 26	Verve Jazz Masters 30	0.9047619047619048
753	Verve Jazz Masters 26	Verve Jazz Masters 39	0.9047619047619048
754	Verve Jazz Masters 26	Verve Jazz Masters 35	0.9047619047619048
755	Verve Jazz Masters 26	Verve Jazz Masters 31	0.9047619047619048
756	Verve Jazz Masters 26	Verve Jazz Masters 27	0.9523809523809523
757	Verve Jazz Masters 26	Verve Jazz Masters 21	0.9523809523809523
758	Verve Jazz Masters 26	Verve Jazz Masters 36	0.9523809523809523
759	Verve Jazz Masters 26	Verve Jazz Masters 43	0.9047619047619048
760	Verve Jazz Masters 26	Verve Jazz Masters 41	0.9047619047619048
761	Verve Jazz Masters 26	Verve Jazz Masters 45	0.9047619047619048
762	Verve Jazz Masters 26	Verve Jazz Masters 49	0.9047619047619048
763	Verve Jazz Masters 26	Verve Jazz Masters 44	0.9047619047619048
764	Verve Jazz Masters 26	Verve Jazz Masters 50	0.9047619047619048
765	Verve Jazz Masters 26	Verve Jazz Masters 48	0.9047619047619048
766	Verve Jazz Masters 34	Verve Jazz Masters 23	0.9047619047619048
767	Verve Jazz Masters 34	Verve Jazz Masters 30	0.9523809523809523
768	Verve Jazz Masters 34	Verve Jazz Masters 39	0.9523809523809523
769	Verve Jazz Masters 34	Verve Jazz Masters 35	0.9523809523809523
770	Verve Jazz Masters 34	Verve Jazz Masters 31	0.9523809523809523
771	Verve Jazz Masters 34	Verve Jazz Masters 27	0.9047619047619048
772	Verve Jazz Masters 34	Verve Jazz Masters 21	0.9047619047619048
773	Verve Jazz Masters 34	Verve Jazz Masters 36	0.9523809523809523
774	Verve Jazz Masters 34	Verve Jazz Masters 43	0.9047619047619048
775	Verve Jazz Masters 34	Verve Jazz Masters 41	0.9047619047619048
776	Verve Jazz Masters 34	Verve Jazz Masters 45	0.9047619047619048
777	Verve Jazz Masters 34	Verve Jazz Masters 49	0.9047619047619048
778	Verve Jazz Masters 34	Verve Jazz Masters 44	0.9523809523809523
779	Verve Jazz Masters 34	Verve Jazz Masters 50	0.9047619047619048
780	Verve Jazz Masters 34	Verve Jazz Masters 48	0.9047619047619048
781	Leyendas	Leyenda	0.875
782	Grandes Compositores 3	Grandes Compositores 2	0.9545454545454546
783	S Marvelous: Gershwin Songbook	'S Marvelous: The Gershwin Songbook	0.8333333333333334
784	Getz Au Go Go	Getz Au-Go-Go	0.8461538461538461
785	Live at the Half Note	Live at the Blue Note	0.8095238095238095
786	Ella Fitzgerald Sings the Cole Porter Songbook, Vol. 2	Ella Fitzgerald Sings the Cole Porter Songbook, Vol. 1	0.9814814814814815
787	Verve Jazz Masters 23	Verve Jazz Masters 30	0.9047619047619048
788	Verve Jazz Masters 23	Verve Jazz Masters 39	0.9047619047619048
789	Verve Jazz Masters 23	Verve Jazz Masters 35	0.9047619047619048
790	Verve Jazz Masters 23	Verve Jazz Masters 31	0.9047619047619048
791	Verve Jazz Masters 23	Verve Jazz Masters 27	0.9523809523809523
792	Verve Jazz Masters 23	Verve Jazz Masters 21	0.9523809523809523
793	Verve Jazz Masters 23	Verve Jazz Masters 36	0.9047619047619048
794	Verve Jazz Masters 23	Verve Jazz Masters 43	0.9523809523809523
795	Verve Jazz Masters 23	Verve Jazz Masters 41	0.9047619047619048
796	Verve Jazz Masters 23	Verve Jazz Masters 45	0.9047619047619048
797	Verve Jazz Masters 23	Verve Jazz Masters 49	0.9047619047619048
798	Verve Jazz Masters 23	Verve Jazz Masters 44	0.9047619047619048
799	Verve Jazz Masters 23	Verve Jazz Masters 50	0.9047619047619048
800	Verve Jazz Masters 23	Verve Jazz Masters 48	0.9047619047619048
801	Oy Chanukah!	Oy Chanukah	0.9166666666666666
802	Bill Evans Trio with Symphony Orchestra	Bill Evans With Symphony Orchestra	0.8461538461538461
803	Verve Jazz Masters 30	Verve Jazz Masters 39	0.9523809523809523
804	Verve Jazz Masters 30	Verve Jazz Masters 35	0.9523809523809523
805	Verve Jazz Masters 30	Verve Jazz Masters 31	0.9523809523809523
806	Verve Jazz Masters 30	Verve Jazz Masters 27	0.9047619047619048
807	Verve Jazz Masters 30	Verve Jazz Masters 21	0.9047619047619048
