" Isn't it, uh... Itta Bena, now, uh, that would be..."
" You got a maiden name, Daddy? That's a maiden name."
 Don't worry. I'll respect you afterwards. You're sure it's okay?
" Come on. Let's go dance. That was you guys, huh?"
" No, they're for your mom. Are those for me? Hi."
" Any time, sailor. I forgot to thank you for breakfast."
 I don't want Raoul to administrate that part. No problem.
" A woman and a little girl, both asleep upstairs. What?"
" Fuck that, we've got company... Alma I told you to..."
" I tell you ""officer"", it wasn't... Well... is it loaded?"
 Brimmer! Could you come in here please? What the fuck?
 Not really. Gimme the keys for the trunk. You alright?
 Thank you. They're from good stock on their mother's side.
" Yes, sir. Colonel Tarleton, you deal with these damned rebels."
 Am I really gonna have my own room? It's gorgeous!
 I guess it wouldn't hurt. Can I have another one?
 Good for you. Not at all. You need a glass?
 You're doing fine. I'm going to try to do better.
 Yes--thanks. I'm Louis Creed. Thank you. Thank you so much.
" Louis, the house is beautiful. Let her go. It's cool."
" Sorry, I didn't know. This dock is off-limits to civilians."
 Indeed. But it seems to be enough to condemn him.
 Aye!  Avast! Everybody stay calm.  We're taking over the ship!
 What?  No kiss?  Not even for old times sake? Daniel...
" Pipe down, brain lady!  And you... What in the hell?"
 I don't mind her if you don't. Don't mind Mother.
" Yes, sir. Smythe, the - er - gentleman is leaving."
" I understand, sir. There are no gentlemen on the Tribune."
 She's crying. Isn't it great how she's resting like that?
" Trust me ... It is? It's s'posed to happen, Biff."
 I think ... I might be ill ... ... Why?
 Very well ... I think I've got something to say.
 No I won't. I swear. You're gonna forget about me.
 We'll just put up the top. What do we do?
 NOW! Oh--well ... I want a word with you ...
 Christmastime. ... What's that? You know what I really like?
 Cool. Cool. So uh ... Maybe we could uh ...
 You've just made a war that you cannot afford. Hello?
 I'm only paying two of you guys. So they'll go.
" ....shame on you, truly... Hm? Tell me. What other treats?"
 Happy birthday. It's my birthday this week. I'll be 26.
 The ad.. And this is the evening edition. Notice anything?
 I can't tell. You're stomach's in the way. How's that?
 What's that kissing on the mouth shit? I went out.
 Now take your panties off. I like the gym smell.
 I still think you should go down. See?  It stopped.
 Keep away from me!  I don't believe you anymore! Plato!
 Plato.  It's a nickname. Jim.  What's yours? What's your name!
" See, we're very modern. Of course.  Drown them like puppies."
" Merry Christmas. I'm glad it was me. Merry Christmas, Rudy."
 We still gonna spend Christmas together? You... you... YOU --
" Get your own room. Nick... Get your own room, Ashley."
 How do you know all this? The motherfucker killed Vic.
 You can do some crazy things with it. Jesus Christ!
 To the other side of the street. Where you going?
 Like sticking his nose into other people's business. Like what?
" How's that? Which ranch? Stretch out under the seat, Miss."
 It wouldn't happen to be this... I -- lost something.
 I don't like to see you go. Goodbye and thanks.
" Thanks, Steve. You stretch out. I'll fix something to eat."
" Let me do that. Oh, sure. She was only teasin'."
" Hey, I have an idea... Hey, look, I'm Wilma Flintstone."
" Thanks. I'm Cindy. Hey, you left your book back there."
" Yeah, they're so warm and soft. How about these buns?"
 Thanks. I made them by hand. Ummm!! They smell delicious.
 We have to destroy him. What are we gonna do?
" Just wait, you'll see. What the hell are you doing?"
 I guess so. You mean to tell me we're dead!
" Let me see! Oh God, really!  This is the limit!"
" ...People who don't mind their own business. ""P"" as in..."
 What a mess. Contusions... fractures... rupture of numerous vital organs...
" NO I'M NOT, YOU MOTHER-FUCKER! Mrs. Hinkle, are you insane?"
" Oh, as beautiful as ever. Tell me, how is Jacqueline?"
" Oh. Well, please sit down. False alarm. That was quick."
 That doesn't make sense. But they only think they're happy.
 I know. Oh.  Mom.  It's Brad. Oh my poor baby.
 The wallet! He took Derek's wallet! The fuck was that?
" That was quite a day yesterday. Hrnrnrn? Hey, Jack. Jack."
 I don't know. Got it from Stephanie. What is it?
 Yeah. Call me on my cell if you go out.
" Yeah. Okay. She's been leaving messages here too. Oh, boy."
" Yeah, well, maybe you should check your messages first. Later."
 Fuck you. Oooh. Oh. Miles. Miles. Have you no shame?
 I don't know. Wine? Fermented grapes? What do you smell?
 Quaffable but far from transcendent. So what do you think?
 What does it matter then? Yes. Do you feel comforted?
 Yeah baby. I think someone did. Did someone save me?
 It's old Morgan. It's still making the noises. It's broken.
 I've got a job. You might make a farmer yet.
" Oh, yeah? How good? That's the good stuff. What's this?"
 I can imagine. She's lying down.  She's exhausted. ... Simone.
" No. -- Viktor, are you with her?  Is she there?"
" Simone! No.  In fact, between us, she doesn't really exist."
" Yes, I'd like that. Would you like me to read?"
 Upset words. What kind of words? Words. What'd you write?
 Easy. Gunshot. Patricide. Next. Okay. My main man. Marvin Gaye.
" Come out, come out wherever you are! Carl! Oh Carrrrl!"
" Can't help it, Suze... family sticks together... ...no... Mac... p-please..."
 Us? We been... moonlighting. -- Where have you two been?
" A Martian is from Mars, Trevor. He's a fucking Martian?!"
 You gotta admire the man's determination. What are you thinking?
" Nice meeting you, Cledus. Keep on truckin'. Let's hit it."
 He's after us again! What the hell are you doing?!?
 We're cool. The dumb schmuck took the wrong turn. Anything?
 You just passed your nemesis. I give up. Guess what?
 Another time. Sure I can't interest you in anything else?
 It's gonna be close. Real close. -- How we doing?
" You're soundin' real bodacious. Back. Bandit two, you read me?"
 I'm relieved at 4:00 A.M. You're here 'til what time?
 Or was it all a dream? See? I was there.
" Hm.  What a lump. Mistake?  Hey, guy, get back here!"
 Precise equipment such as waldos Roz? Rosomoff?  What is it?
 No. Yes.  Do you have a date? It's Friday night...
 Bombs away! She'll never forgive me! To the Brick Kremlin!
" They'll shoot you, Animal! Let me go! Let me go!"
 We'll take care of Schulz.  Come on. What about Schulz?
 Oh! Somebody was peeking! Have a nice time over there?
 Can you project its course? This is its current position.
" I'll go. You have the Bridge. Deck 15, section 21-alpha."
 I always do. Keep her together until I get back.
" Grissom, your message acknowledged. Will advise... Out. Later. Let's go..."
 A photon tube...! Approximately two meters long... Cylindrical in form...
 What's the matter -- ? <u>Botany Bay</u> -- oh no!
 Rake her. We'll lose them if they go in there.
" Do it, while we have time. Admiral -- On screen."
 Not at present. Meaning you can't even beam us back?
 Who the <u>hell</u> are they? Not enough against their shields.
" Engage warp engines -- Course plotted for Regula I, Admiral..."
" Course heading, Captain? We are clear and free to navigate."
" No power to the weapons system, sir. Fire all phasers...!"
 Just a couple of kooks... Heard there was some excitement.
" Tearing of the middle meningeal artery... An experimental device, doctor."
" Yes, under ""U.S. Government."" Now we need directions. Find it?"
" Sir... Estimating one nautical mile. Estimate range, ship to whales!"
" Put them on screen! Bearing 327, range 600 nautical. Bearing!"
 The keyboard... How quaint. Just use the keyboard... Hello? Computer...?
 Your Captain used to cut quite a rug... Very funny...
" Aye, sir. Prepare the ship for departure at oh-seven-hundred hours."
" You Klingons never do anything small, do you... Deck five."
 Beam him out! Direct hit. He's resetting his shield harmonics...
 I never kissed you with a beard before. Augh? Augh.
 Good question. Why would we be involved with these people?
 At least four hours. How long has he been unconscious?
 This is Picard. I've suspended the launch sequence. Captain --
" Wrong answer, Mister Picard. Try again. There is no invasion..."
 Steady as she goes. Hull integrity down to thirty percent...
 Understood! Worf! I'm going to need at least five minutes!
 Computer -- thermal enhancement. They're re-routing the deflector power conduits...
" We DO sleep lying down. Spock, that was actually funny."
 The charge is murder. I believe the operation is over.
 I wish I knew. Uhura? What the Hell's going on?
" Captain, shall we attempt to return fire? This is fun..."
" Onscreen. Captain, I'm getting a message from Klingon High Command."
 There's a reward for your death. How did you know...?
 We've fired on the Chancellor's ship - What the -
" Mr. Scott, you forget yourself. Please accompany me. NO WAY!"
" Deanna, stand by.  Open a channel. We are being hailed."
 I know how he thinks. How can you be certain?
" Not yet, Mister Worf. Sir, I recommend we raise shields."
 She's a predator. She's not out for a pleasure cruise.
" I was lonely... Why am I here? Hello, Jean Luc."
 She is here. What is it?!! Focus on your job!!
" I gave you a baby last night. Oh, you're pretty..."
" No. You don't forget anything, do you? Horses. Good morning."
 Dashboard. Dashboard. Gear shift. Gear shift. Steering wheel. Steering wheel.
" Please. What are you doing? Deputy Director, get out, sir."
 The boy's okay. I saw him... Yeah. Is he dead?
 You asshole. He's a bitch. He ain't gonna do nothing.
 Hey Sue. Gretsky's on his ass again. You little bitch!
" Don't sweat it, baby. This one's a lay-up. I'm sorry."
 Minnie Pearl. Which one? It's on. How you guys doing?
" Hello, Lisa. I'm Trent. What a lovely makeup job. Whatever."
" Look at it, baby. Vegas, baby! Whu? Wake up, baby."
" Lemme get off the other line, baby. S'up Trent? Hello?"
" What was cold about it? That was pretty cold, dude."
 Damn. Now I gotta go in early. Yes she did.
 Let HER ask. Your sister wants to ask you something.
 What are you doing in Mongi? How do you do.
 It's Freddie. Let me in. Who is it? Dickie? Hello?
" Tom. Hello Marge! Hello Peter, so good to see you."
 I'll go. I'll go and see what's the matter. Dickie!
" Where are you hiding him? He's impossible, isn't he? Ditto."
" Sure. Maybe I'll see you again sometime, huh? Yeah. Travis?"
 Can I call you? Keep it. What about the record?
 What do you mean? I'm leaving. Where are you going?
 You want to talk about it? Had a close one.
 For cottonmouth. Goodspeed and the S.E.A.L.s exchange looks. Motor oil?
" No... I can't... I have to... I can't... Delly, shhhhhh..."
 I've seen you before.  Your picture... Do you... remember me?
" I know, I know... keep still. The film broke... Jesus..."
" Pete... 'Sides, car's right outside.  I'll be seein' ya, Jer."
" You look familiar, fella.  What's your name? I suppose.  Thanks."
" All right. No, thank you.  Won't you call me Melanie?"
" No, thank you. Do you want some mustard with this?"
 He must leave me alone. You're not going to Gray.
 I'm thinking... that explains a lot. You think I'm crazy.
 Sign of the dead come back to life. Fucking crow.
 Just hold on to me. Why are there so many?
 No -- I'm afraid not. Are you an FBI man?
 Wears sunglasses in the <u>house</u>. Can't stand light? All day.
 Get your bike.  We're going someplace. I'm my own man.
" Soon as I finish this comic.  Okay? Lights out, Sam."
" If you want your ear pierced, I'll do it. Hi..."
 Don't kill anybody until we get back to you... Star.
" Wanna change my hair, my clothes, my face. You're beautiful."
 Nowhere... Just straight to the ocean. Where these tracks headed?
" Now hold on, you dumb... We got to burn 'em."
" Cut, bullshit.  Been pulled apart. Auxiliary light cables...?  Been cut."
" Ain't it there? Childs, where's that magneto from Chopper One?"
" What do you mean ""you think so?"" I think so."
" Damn you, MacReady! And if anyone tries to wake me..."
" Come on, Copper. My God, what in hell happened here?"
" Mac, where the hell is that pump!! Sanchez...?  Hey, who..."
 I am.  Are you a climber? We'll see about that.
" Just do it. Why? Jackie, go play in the snow."
" Ok, I guess. Good. How's your mom? I've been ok."
" Here, drink this. I'll get the heat going. Me, too."
 I was working with a boy named Eugene. What case?
" [Beat] Real is overrated. [Beat] Why? Well, good for you."
 It's him. Is this the guy you saw them with?
 All this for us? God!  It looks like the Army!
" Suck my dick... Boom!! Thelma! Boy, he wasn't expectin' that!"
" What?  What's not funny, Thelma! Nothing.  It's not funny. What?"
 Nothing.  It got messed up. What happened to your hair?
 I think better when I drive. Did you finish thinking?
 Fuck that. Say you're sorry. I'm not apologizing for shit!
 Who? Why don't you be a gentleman and ask Rosey?
" No thanks. I'm gonna get a soda, you want one?"
" You heard me, goddamnit. I... I love her. You what?"
 The little shit lied to me about that guy! Magda!
 You forgot your keys! What what are you doing here?
" Toy poodle! Uh, Mare, what kind of dog is Puffy?"
" Jesus, I think her brother spotted me. Franks and beans!"
" What -- Yes, Captain, you may proceed. Clear your guns."
" I, uh... I guess you won't be coming home tonight."
" Oh, yeah -- right. Levoi, Cooch. Raymond Levoi, Criminal Division."
 Thanks very much.  Care for some suchi?. You're totally insane.
 Could use a dash more jet fuel. How was it?
" Right. Ahhh...A little high on the left, don't you think?"
" What, been drunk? Sure! Plenty! You ever done this before?"
 Was. He's the best you have. He's going Top Gun!
" Forty-one A, Ernie. Sleazy...and demure. Demure, aggressive, sleazy?  Be honest."
 Nice to meet you. Good evening...  Doug.  I'm Dr. Lull.
 I've got Quaid. What was that?  I couldn't hear you.
 I'm here at Rekall. I suppose you're not here either.
 Some kind of mutation...? Or a big mother slug maybe?
" Well, who put you two in charge? BACK OFF, BURT...!"
 Right.  We're gonna run.  Get ready. She's got my vote.
" No.  We go straight. We're not going over there, right?"
" Son of a bitchin' lowlife, putrid, scum... Oh my God."
 Yeah.  Where's your truck? We'll take your word for it.
" God, what a stink! Come on.  Get away from it!"
" Could be. Hey Val, listen.  Bearing going out, you think?"
 Why do you all keep asking me? What's it doing?
 It does. You paying attention?  This oughta hurt like hell.
 Let's assume that it is. Think it's still following us?
 I know about Esparza. You're fishing. You don't know shit.
" NO! GOD, NO... SEE WHAT WE CAN DO TO DONNA?"
" I'll get my kit. You better dust this place, Sam."
 Dancing. You mean Fred and Ginger? Where are the Cookies?
" No, I want to smoke. Do you want to talk?"
" Sure you do, it's good for you. I hate asparagus."
 A special friend? A friend from school. Who was that?
" Look at this finger here. Leland, what are you doing?"
 I was held up. Why is that? Yessir. I'm sorry.
" Come on out!  We're friends! Hey, there - open up!"
 Hours.  I've been so scared...! How long was I out?
" Dunno.  Just have this feeling today... Heather, what is it?"
 Claiming their place in the world. What are they doing?
" Good.  Let's go sailing. Yes, Sir. Everyone aboard young Bill?"
 What? I cheated to get on the boat!!!  All right?!
" It was a bad dream... Hey, shut up will ya?"
 What are you talking about. I can't go in there.
" I know. I'm Francis Boutillier.  This is my son, Philip."
 You will if you wanna eat.  Right George? I don't.
 It seems we're short on singers. What's wrong Mr. Lawford.
 No.  I didn't. And you didn't do anything about it?
" You was in the Marines, huh? I'm from all over."
 Whattaya do there? No big buildings like in New Orleans.
 Muchas gracias. Alright... By all means. Make yourselves at home.
 Shake hands with your daddy. You must be my son.
 We'll find out in a hurry. You ready for this?
" Call it a hunch. Christ, Tripp. How did you know?"
 Where would we go? Wait here. I'll be right back.
" Shut up and drink. No sexual confusion there, eh, Professor?"
 Nowhere. You just sit here and... eat. Where you going?
" Yeah, well, actually... She seemed to take it pretty well."
 It beats 'What's your major?' He cribbed that from Borges.
" I know, but sometimes... You don't deserve me, you know."
" I tried to call, but apparently there's something wrong... Sara."
 I'm pregnant. All right. This morning -- You go first.
 Walter just got it back from the framer today. New?
 Oh... yeah. No. I guess you're here for the backpack.
 Just a few then. The big ones. There's so many...
" Robin. You tell me your name, I'll tell you mine."
 'Fraid not. You sure you don't know nothing about this?
 Not when they fly. I heard they were filthy birds.
 Move in with me. Live together. We should live together.
 Twelve years in prison is no joke. You're not joking.
 Yeah. The worst? What's the worst thing you ever did?
 Because I like you. Why do you want to know?
 Missile compartment.  Those are the launch tubes. Where are we?
 You noticed. It's flooding like a son of the bitch.
" Yeah?  Well I'm not. Hey, Lins...  I'm glad your here."
" Cute, Virgil. Hippy, just relax.  You're making the women nervous."
" Let's go, guys. We'll go in through that large breach."
 Okay. In a few minutes. Then I'll see you later.
 But then why did you bother changing? I'm not coming.
 I don't believe this. I don't bloody believe this. ???
" Oh. I'm a deserter, too. Why aren't you at work?"
 Do I snore? You do - repeatedly. I don't snore.
 Every morning. That's right; convict without trial ... Habeas corpus.
 So's mine. She's going to show me her stamp collection.
" Aye, before anyone stops us. Let's go and muck in."
" Play it for us, please. I have recorded the transmission."
" Listen, hadn't somebody better check on Broussard? What common objects?"
 What do you think?  Now we go in. Now what?
 No -- that's atmosphere.  Cloud layer. It's out of focus.
 Wait a minute. Let's get back and call this in.
 Keep trying! I can't reach her.  Too much signal break-up.
" We're not gonna make it, are we? Give or take."
 I dunno.  Might be a glitch. How? Wait.  Lost it.
" Geniuses don't need good luck.  I do. Good luck, genius..."
 Call me when you get in... Knit me a muffler.
 I'm a junk yard. Only in some ways. You're prettier...
 'Remembrance'. Well... it started with the play before this one...
 Whatever. You want Barker's phone stuff or his money stuff?
" I'm not your source on that. --that leaves Haldeman, period."
" Will you step forward, sir. James McCord. Your name, please."
" Sorry, I thought you were dead. Ow, what the hell?"
 I know.  Hey Nadia. Son.  This lady's here for you.
" Oh, okay.  Here's let me show you. I know, Dad."
" No -- Kevin, you? You guys got the Latin homework?"
 Okay. I want to hear you say it. Yeah Vick?
" Wow, Kev...it's perfect. See -- this is the nicest room."
" That's the spirit. I'm such a loser. Feeling better, Oz?"
 AHHHHHHH! Ahh! Jesus! You're burning hot! What the hell -
 It's making me hungry. What? God. I can't believe it.
 Yeah. French fries... I hope they fucking fry us all.
" Before Hemingway, there was Starsky and Hutch. Are you crazy!?"
 It's okay. I can see fine. What about your glasses?
" Allo? Andy, stop! I think he can help you -"
 Trying... to... breathe... Just what do you think you're doing?!
 I was all out of dynamite! By pulling my hair?!
" This guy, on the Johnny Carson show. Who's on television?"
" Well, stop listening to him. I'm-I'm-I'm gonna have a stroke."
" Look, now, Charlie, give me a big laugh here. Oh."
 I'll be fine.  Really babe.  Give me a minute. Honey?
 This is Monica and Ryan.  Mac and Clair. I'm not.
 Who'd like to go and find Otis? In the kitchen.
" Lovely. Thanks, I'll take that.  Champagne? We have a gift?"
" He always has two or three going... Well, yes, actually."
 Yes.  And you've met Joe. Sally? Hi.  Monica and Ryan?
" I'll be right out. Oh my God, sorry.  I'm interrupting."
 Evie has a little something for you. Enough about me.
 I'll be back. We declared war again?  Are you scared?
 It's a must -- gracious-living-wise. Shall I light the candles?
 Gin. Sure. You sure you want to throw that card?
 They must have seen the fire. How did they know?
" Yeah. Yeah, I can see that. He's fuckin nuts --"
" Bring your rifles, that's all.  Take us to him. What?"
 Just something I read in the Free Press. What's that?
 107  CONTINUED: You talk about ecology -- there it is.
" Come here... High-tech in the wilderness. Gets me excited, too."
  Shut up! Maybe you can talk sense into your boyfriend.
 Cool out.  I ain't about to get blasted. Go easy.
 I love you. Call me as soon as you're settled.
" Well, that's a load off. I found Verdell, Mr. Udall."
 Yes. In Costa Blanca. Here? Do you think he's here?
 Yellow Pages.  V for veterinarian. There aren't that many. Nikita?
" Yeah....Shit, those guys have guns. It's that one isn't it."
 I hope so! Will it help to get you out?
 Fernet and tonic. Beer please! Do you want another drink?
" Leave me, just leave me alone Josh. Come on Holly!"
" No. Hey. We're sorry, man! Say nothing. Nothing 'bout her."
 It means you can do anything. What does that mean?!
 And that would ruin your reputation how? People can see.
 Sometimes I don't even trust me. He doesn't trust you.
 Don't bother! I'll get something for us to drink --
 And you have to meet my father. No problem --
 So you agree you need help? What the -- ?!
 Jamie wanted that. She told me. Yes. You're marrying again.
 You do? I think I know exactly what you mean.
" Yeah,  Right. Okay, Martin. You have a good evening now."
 They come with the house. Where'd you get them antlers?
" You don't believe me, see for yourself. Are you sure?"
 They're stealing my chopper! There's another one we owe 'em.
 So I was right.  That's nice to know... Arachtoid. Apache?
" No, no ...I know this must look... funny. I see."
" Well, you just... sound a little Sound a little what?"
" Liar. No. You still think I kill people, don't you?"
 I'll convince you. I don't know. Do you believe me?
 I don't have a choice. You shouldn't play this game.
 Yeah.. In this corner? Still not here. It's Andy again.
 We do. Hey stud:  I thought we had something together.
" Oh no, those things frighten me. You certainly will not."
 He'll be here. You think Freeze will take the bait?
 Presumed dead.  No one knows. What happened to his wife?
" Four seconds from... Just checking, young sir. Up here, Al."
